品牌,商场名,地址,所属城市,格式化地址
麦德龙,华南 - 深圳南山商场,深圳市南山区沙河东路255号4栋,广东省深圳市南山区桃园路2号
麦德龙,华东 - 常熟商场,江苏省常熟市通港路99号（靠近204国道）,江苏省苏州市常熟市S227(通港路)
麦德龙,华东 - 苏州高新区商场,江苏省苏州市高新区长江路579号,江苏省苏州市虎丘区中心路22号
麦德龙,华东 - 苏州昆山商场,昆山市周市镇黄浦江北路200号,江苏省苏州市昆山市华扬路588
麦德龙,华东 - 苏州吴中商场,苏州市吴中区东方大道1号,江苏省苏州市吴中区太湖东路288号
麦德龙,华东 - 台州开发区商场 ,浙江省台州市市府大道东段666号,浙江省台州市椒江区市府大道
麦德龙,华北 - 天津滨海新区商场,天津经济技术开发区第二大街91号一层,天津市滨海新区洞庭路50号
麦德龙,华北 - 天津红桥商场,天津市红桥区西青道75号,天津市红桥区勤俭道206号
麦德龙,华中 - 武汉洪山商场,武汉武昌区徐东路48号,湖北省武汉市武昌区中山路307号
麦德龙,华中 - 武汉汉阳商场,武汉市汉阳区芳草路97号,湖北省武汉市汉阳区芳墨路
麦德龙,华中 - 武汉盘龙商场,湖北省武汉市黄陂区盘龙城经济开发区巨龙大道39号1号楼,湖北省武汉市黄陂区黄陂大道388号
麦德龙,华中 - 武汉硚口商场,湖北省武汉市硚口区解放大道144号,湖北省武汉市硚口区沿河大道518号
麦德龙,华东 - 无锡惠山商场,无锡市惠山区洛社镇洛城大道101号,江苏省无锡市惠山区文惠路8号
麦德龙,华东 - 无锡江阴商场,江苏省江阴市绮山路318号,江苏省无锡市江阴市绮山路
麦德龙,华东 - 无锡锡山商场,江苏省无锡市团结南路2号,江苏省无锡市滨湖区泰伯大道
麦德龙,华东 - 厦门湖里商场,福建省厦门市湖里区长浩路8号,福建省厦门市湖里区枋湖南路204号
麦德龙,西部 - 西安浐灞商场,西安市浐灞生态区北辰路958号,陕西省西安市灞桥区浐灞大道1号
麦德龙,华中 - 襄阳高新区商场,湖北省襄阳市邓城大道67号,湖北省襄阳市樊城区邓城大道辅路
麦德龙,西部 - 西安雁塔商场,西安市长安南路86号,陕西省西安市雁塔区长安南路101号
麦德龙,华东 - 徐州开发区商场,徐州市经济技术开发区徐海路8号环球港广场内,江苏省徐州市贾汪区金湖路
麦德龙,华东 - 扬州邗江商场,扬州市润扬中路115号,江苏省扬州市邗江区G328(扬力路)
麦德龙,华北 - 烟台芝罘商场,山东烟台市芝罘区只楚路149号(烟台电视台对面),山东省烟台市芝罘区市府街76号
麦德龙,华中 - 宜昌西陵商场,湖北省宜昌市体育场北路169号,湖北省宜昌市西陵区绿萝路75号
麦德龙,西部 - 银川兴庆商场,银川市兴庆区丽景北街1号穆斯林国际商贸城内,宁夏回族自治区银川市兴庆区北京东路471号
麦德龙,华东 - 绍兴商场,绍兴市二环北路28号梦享城S-2楼,浙江省绍兴市越城区越东路
麦德龙,华中 - 郑州郑东商场,通泰路与商都路交叉口东南500米,河南省郑州市金水区通泰路  
麦德龙,华南 - 中山西区商场,广东省中山西区翠景北道61号,广东省中山市中山市市辖区升华路8号
麦德龙,华北 - 淄博张店商场,山东省淄博市张店区山泉路102号,山东省淄博市张店区张周路8号
